,time,tagID,x,y,z,quality
0,2021-09-06 00:00:00.000,tag1,2.468643065010303,4.1657141509969655,0.0,0
1,2021-09-06 00:00:00.100,tag1,2.186032920159986,4.149426541696056,0.0,0
2,2021-09-06 00:00:00.200,tag1,2.687552566413888,4.225410298442996,0.0,0
3,2021-09-06 00:00:00.300,tag1,2.5720732001086426,4.217897012673542,0.0,0
4,2021-09-06 00:00:00.400,tag1,2.9029564189255717,4.204210422272855,0.0,0
5,2021-09-06 00:00:00.500,tag1,2.6469478810565894,4.328698336290467,0.0,0
6,2021-09-06 00:00:00.600,tag1,2.352695292409707,4.245662150295591,0.0,0
7,2021-09-06 00:00:00.700,tag1,2.676544638761644,4.0985382069772776,0.0,0
8,2021-09-06 00:00:00.800,tag1,2.6344210193551305,4.211719992584106,0.0,0
9,2021-09-06 00:00:00.900,tag1,2.744156920334658,4.1449363978320735,0.0,0
10,2021-09-06 00:00:01.000,tag1,2.5691130149473196,4.240675990302345,0.0,0
11,2021-09-06 00:00:01.100,tag1,2.5175702501188657,4.110160391261431,0.0,0
12,2021-09-06 00:00:01.200,tag1,2.5424615140596556,4.2899727485768615,0.0,0
13,2021-09-06 00:00:01.300,tag1,2.5224035748584743,3.9060381446955934,0.0,0
14,2021-09-06 00:00:01.400,tag1,2.5026124273912598,4.233242726401414,0.0,0
15,2021-09-06 00:00:01.500,tag1,2.5500608572840187,4.233165204065247,0.0,0
16,2021-09-06 00:00:01.600,tag1,2.6647429916533643,4.330213894726061,0.0,0
17,2021-09-06 00:00:01.700,tag1,2.7427520488721697,4.17624344147971,0.0,0
18,2021-09-06 00:00:01.800,tag1,2.593856442764892,4.1290895066264675,0.0,0
19,2021-09-06 00:00:01.900,tag1,2.2292713396395305,4.19539386423554,0.0,0
20,2021-09-06 00:00:02.000,tag1,2.7631200052998173,4.2470145346016555,0.0,0
21,2021-09-06 00:00:02.100,tag1,2.535598594800772,4.24879033803541,0.0,0
22,2021-09-06 00:00:02.200,tag1,2.586284421087999,4.197866898065263,0.0,0
23,2021-09-06 00:00:02.300,tag1,2.483410544715383,4.374378906802269,0.0,0
